,x
26542,RP11-243J16.7
26543,ABALON
26544,TPX2
26545,MYLK2
26546,FOXS1
26547,DUSP15
26548,TTLL9
26549,PDRG1
26550,XKR7
26551,CCM2L
26552,RP1-310O13.7
26553,HCK
26554,TM9SF4
26555,PLAGL2
26556,POFUT1
26557,KIF3B
26558,RP11-358N2.2
26559,ASXL1
26560,NOL4L
26561,RP5-1184F4.5
26562,RP5-1184F4.7
26563,RP11-410N8.3
26564,RP11-410N8.4
26565,C20orf203
26566,COMMD7
26567,DNMT3B
26568,MAPRE1
26569,RP5-1085F17.4
26570,RP5-1085F17.3
26571,EFCAB8
26572,SUN5
26573,BPIFB2
26574,BPIFB6
26575,BPIFB3
26576,BPIFB4
26577,BPIFA2
26578,RP11-49G10.3
26579,BPIFA3
26580,BPIFA1
26581,BPIFB1
26582,CDK5RAP1
26583,SNTA1
26584,CBFA2T2
26585,RP1-63M2.7
26586,NECAB3
26587,C20orf144
26588,ACTL10
26589,RP1-63M2.5
26590,E2F1
26591,PXMP4
26592,RP4-553F4.2
26593,ZNF341
26594,ZNF341-AS1
26595,CHMP4B
26596,RALY-AS1
26597,RALY
26598,RP5-1125A11.4
26599,EIF2S2
26600,ASIP
26601,AHCY
26602,ITCH
26603,ITCH-AS1
26604,DYNLRB1
26605,MAP1LC3A
26606,PIGU
26607,NCOA6
26608,TP53INP2
26609,GGT7
26610,ACSS2
26611,GSS
26612,MYH7B
26613,TRPC4AP
26614,EDEM2
26615,PROCR
26616,RP11-42O4.2
26617,MMP24-AS1
26618,MMP24
26619,RP4-614O4.11
26620,EIF6
26621,FAM83C-AS1
26622,FAM83C
26623,UQCC1
26624,GDF5OS
26625,GDF5
26626,CEP250
26627,RP3-477O4.14
26628,C20orf173
26629,ERGIC3
26630,SPAG4
26631,CPNE1
26632,RP1-309K20.6
26633,NFS1
26634,ROMO1
26635,RBM39
26636,PHF20
26637,SCAND1
26638,CNBD2
26639,LINC00657
26640,RP4-550H1.7
26641,RP4-550H1.4
26642,RP4-550H1.5
26643,EPB41L1
26644,RP11-234K24.3
26645,RP11-234K24.6
26646,AAR2
26647,DLGAP4
26648,DLGAP4-AS1
26649,MYL9
26650,TGIF2-C20orf24
26651,C20orf24
26652,SLA2
26653,NDRG3
26654,DSN1
26655,SOGA1
26656,TLDC2
26657,SAMHD1
26658,RBL1
26659,RP4-621N11.2
26660,MROH8
26661,RPN2
26662,GHRH
26663,MANBAL
26664,SRC
26665,BLCAP
26666,NNAT
26667,RP11-425M5.8
26668,LINC00489
26669,RP4-640H8.2
26670,CTNNBL1
26671,VSTM2L
26672,TTI1
26673,RPRD1B
26674,RP5-1057B20.3
26675,TGM2
26676,KIAA1755
26677,BPI
26678,CTD-2308N23.2
26679,LBP
26680,RP4-564F22.6
26681,RP4-564F22.5
26682,RP4-564F22.7
26683,RALGAPB
26684,ADIG
26685,ARHGAP40
26686,SLC32A1
26687,ACTR5
26688,PPP1R16B
26689,FAM83D
26690,RP4-616B8.5
26691,RP4-616B8.4
26692,DHX35
26693,RP4-705O1.1
26694,RP5-1031J8.1
26695,LINC01370
26696,RP11-101E14.3
26697,RP1-191L6.2
26698,MAFB
26699,RP4-644L1.2
26700,TOP1
26701,PLCG1-AS1
26702,PLCG1
26703,ZHX3
26704,LPIN3
26705,EMILIN3
26706,CHD6
26707,RP5-1121H13.4
26708,RP5-1121H13.3
26709,PTPRT
26710,RP1-232N11.2
26711,RP4-753D4.2
26712,RP1-269M15.3
26713,SRSF6
26714,L3MBTL1
26715,RP1-138B7.6
26716,RP1-138B7.5
26717,SGK2
26718,RP1-138B7.7
26719,IFT52
26720,MYBL2
26721,RP5-1030M6.3
26722,TOX2
26723,JPH2
26724,OSER1
26725,OSER1-AS1
26726,GDAP1L1
26727,FITM2
26728,R3HDML
26729,RP5-881L22.5
26730,HNF4A
26731,HNF4A-AS1
26732,LINC01620
26733,TTPAL
26734,SERINC3
26735,PKIG
26736,ADA
26737,LINC01260
26738,KCNK15-AS1
26739,WISP2
26740,KCNK15
26741,RIMS4
26742,YWHAB
26743,PABPC1L
26744,TOMM34
26745,STK4-AS1
26746,STK4
26747,KCNS1
26748,PI3
26749,SEMG1
26750,SEMG2
26751,SLPI
26752,MATN4
26753,RBPJL
26754,SDC4
26755,SYS1
26756,SYS1-DBNDD2
26757,TP53TG5
26758,PIGT
26759,RP3-453C12.15
26760,RP3-461P17.10
26761,WFDC2
26762,RP3-461P17.9
26763,SPINT3
26764,WFDC6
26765,EPPIN-WFDC6
26766,WFDC8
26767,WFDC9
26768,WFDC10A
26769,WFDC11
26770,WFDC10B
26771,WFDC13
26772,SPINT4
26773,WFDC3
26774,DNTTIP1
26775,UBE2C
26776,TNNC2
26777,SNX21
26778,ACOT8
26779,ZSWIM3
26780,ZSWIM1
26781,SPATA25
26782,NEURL2
26783,CTSA
26784,RP3-337O18.9
26785,PLTP
26786,PCIF1
26787,ZNF335
26788,MMP9
26789,RP11-465L10.10
26790,SLC12A5
26791,NCOA5
26792,CD40
26793,RP5-998H6.2
26794,CDH22
26795,SLC35C2
26796,RP11-394O2.3
26797,ELMO2
26798,ZNF334
26799,OCSTAMP
26800,SLC13A3
26801,TP53RK
26802,RP1-28H20.3
26803,SLC2A10
26804,EYA2
26805,ZMYND8
26806,RP4-569M23.5
26807,RP4-569M23.2
26808,RP1-148H17.1
26809,NCOA3
26810,SULF2
26811,CTD-2653D5.1
26812,LINC01522
26813,LINC00494
26814,RP1-66N13.1
26815,RP5-991B18.1
26816,RP5-991B18.2
26817,PREX1
26818,RP5-906C1.1
26819,ARFGEF2
26820,CSE1L-AS1
26821,CSE1L
26822,STAU1
26823,DDX27
26824,ZNFX1
26825,ZFAS1
26826,KCNB1
26827,PTGIS
26828,B4GALT5
26829,SLC9A8
26830,SPATA2
26831,RNF114
26832,SNAI1
26833,TRERNA1
26834,TMEM189-UBE2V1
26835,TMEM189
26836,RP11-112L6.3
26837,RP11-112L6.2
26838,LINC01273
26839,CEBPB-AS1
26840,CEBPB
26841,LINC01272
26842,LINC01270
26843,LINC01271
26844,PTPN1
26845,RP4-530I15.9
26846,FAM65C
26847,RP4-530I15.6
26848,PARD6B
26849,BCAS4
26850,ADNP
26851,ADNP-AS1
26852,DPM1
26853,MOCS3
26854,RP5-955M13.4
26855,KCNG1
26856,NFATC2
26857,ATP9A
26858,SALL4
26859,LINC01429
26860,ZFP64
26861,LINC01524
26862,RP4-583K8.1
26863,RP5-1022J11.2
26864,RP4-715N11.2
26865,TSHZ2
26866,RP11-15M15.1
26867,RP11-15M15.2
26868,RP4-678D15.1
26869,RP5-823G15.5
26870,RP4-724E16.2
26871,ZNF217
26872,AC005808.3
26873,BCAS1
26874,AC005220.3
26875,CYP24A1
26876,PFDN4
26877,DOK5
26878,LINC01440
26879,LINC01441
26880,RP5-837G17.1
26881,CBLN4
26882,MC3R
26883,RP11-380D15.3
26884,FAM210B
26885,AURKA
26886,CSTF1
26887,CASS4
26888,RTFDC1
26889,GCNT7
26890,FAM209A
26891,FAM209B
26892,RP5-843L14.1
26893,TFAP2C
26894,RP11-560A15.4
26895,RP11-560A15.3
26896,BMP7
26897,RP4-813D12.3
26898,SPO11
26899,RAE1
26900,MTRNR2L3
26901,RP4-800J21.3
26902,RBM38
26903,CTCFL
26904,PCK1
26905,RP4-718J7.4
26906,ZBP1
26907,PMEPA1
26908,NKILA
26909,C20orf85
26910,ANKRD60
26911,RAB22A
26912,VAPB
26913,APCDD1L
26914,RP5-907D15.3
26915,RP5-907D15.4
26916,STX16
26917,STX16-NPEPL1
26918,NPEPL1
26919,RP4-806M20.4
26920,GNAS-AS1
26921,GNAS
26922,RP1-309F20.3
26923,NELFCD
26924,CTSZ
26925,TUBB1
26926,ATP5E
26927,PRELID3B
26928,RP3-492J12.2
26929,ZNF831
26930,EDN3
26931,RP4-614C15.2
26932,RP4-614C15.3
26933,PHACTR3
26934,RP4-719C8.1
26935,SYCP2
26936,FAM217B
26937,PPP1R3D
26938,CDH26
26939,C20orf197
26940,RP5-1017F8.2
26941,MIR646HG
26942,RP5-1016A21.1
26943,CDH4
26944,RP5-827E24.1
26945,RP11-429E11.3
26946,RP11-429E11.2
26947,TAF4
26948,RP11-11M20.4
26949,LSM14B
26950,PSMA7
26951,SS18L1
26952,MTG2
26953,HRH3
26954,OSBPL2
26955,ADRM1
26956,RP11-157P1.4
26957,LAMA5
26958,LAMA5-AS1
26959,RP5-908M14.9
26960,RPS21
26961,CABLES2
26962,RBBP8NL
26963,RP5-908M14.5
26964,GATA5
26965,C20orf166-AS1
26966,MIR1-1HG
26967,WI2-87327B8.1
26968,WI2-87327B8.2
26969,RP11-93B14.6
26970,SLCO4A1
26971,RP11-93B14.9
26972,RP11-93B14.10
26973,SLCO4A1-AS1
26974,LINC00686
26975,NTSR1
26976,RP11-93B14.4
26977,MRGBP
26978,OGFR-AS1
26979,OGFR
26980,COL9A3
26981,TCFL5
26982,DIDO1
26983,GID8
26984,SLC17A9
26985,RP11-305P22.9
26986,HAR1B
26987,HAR1A
26988,RP5-963E22.5
26989,RP5-963E22.4
26990,YTHDF1
26991,RP5-963E22.6
26992,BIRC7
26993,NKAIN4
26994,FLJ16779
26995,ARFGAP1
26996,COL20A1
26997,CHRNA4
26998,RP11-261N11.8
26999,KCNQ2
27000,RP11-358D14.3
27001,RP11-358D14.2
27002,EEF1A2
27003,RP4-697K14.3
27004,PPDPF
27005,PTK6
27006,SRMS
27007,RP4-697K14.15
27008,C20orf195
27009,HELZ2
27010,GMEB2
27011,CTD-3184A7.4
27012,STMN3
27013,RTEL1
27014,RTEL1-TNFRSF6B
27015,ARFRP1
27016,ZGPAT
27017,RP4-583P15.15
27018,RP4-583P15.16
27019,RP4-583P15.14
27020,SLC2A4RG
27021,ZBTB46
27022,RP4-583P15.10
27023,ZBTB46-AS1
27024,RP4-591C20.9
27025,ABHD16B
27026,TPD52L2
27027,DNAJC5
27028,UCKL1
27029,UCKL1-AS1
27030,ZNF512B
27031,PRPF6
27032,LINC00176
27033,TCEA2
27034,RGS19
27035,OPRL1
27036,LKAAEAR1
27037,NPBWR2
27038,MYT1
27039,PCMTD2
27040,LINC00266-1
27041,AC008993.3
27042,AC092192.1
27043,CTD-3113P16.11
27044,PLPP2
27045,MIER2
27046,CTD-3113P16.5
27047,THEG
27048,AC010641.1
27049,C2CD4C
27050,SHC2
27051,ODF3L2
27052,MADCAM1
27053,AC005775.2
27054,TPGS1
27055,CDC34
27056,GZMM
27057,AC009005.2
27058,BSG
27059,HCN2
27060,POLRMT
27061,AC004449.6
27062,FGF22
27063,RNF126
27064,AC004156.3
27065,FSTL3
27066,PRSS57
27067,PALM
27068,MISP
27069,AC006273.4
27070,AC006273.5
27071,PTBP1
27072,PLPPR3
27073,AZU1
27074,PRTN3
27075,ELANE
27076,CFD
27077,MED16
27078,R3HDM4
27079,KISS1R
27080,ARID3A
27081,WDR18
27082,LLNLR-284B4.2
27083,GRIN3B
27084,TMEM259
27085,LLNLR-284B4.1
27086,CNN2
27087,ABCA7
27088,HMHA1
27089,POLR2E
27090,GPX4
27091,SBNO2
27092,STK11
27093,CBARP
27094,AC004221.2
27095,ATP5D
27096,MIDN
27097,CIRBP
27098,CIRBP-AS1
27099,C19orf24
27100,MUM1
27101,AC004623.2
27102,NDUFS7
27103,LLNLR-307A6.1
27104,AC005329.7
27105,GAMT
27106,DAZAP1
27107,RPS15
27108,CTB-25B13.5
27109,APC2
27110,CTB-25B13.12
27111,C19orf25
27112,PCSK4
27113,REEP6
27114,ADAMTSL5
27115,CTB-25B13.9
27116,PLK5
27117,MEX3D
27118,MBD3
27119,AC005943.2
27120,UQCR11
27121,TCF3
27122,ONECUT3
27123,ATP8B3
27124,REXO1
27125,CTB-31O20.3
27126,CTB-31O20.6
27127,KLF16
27128,CTB-31O20.8
27129,CTB-31O20.2
27130,CTB-31O20.9
27131,ABHD17A
27132,SCAMP4
27133,CSNK1G2
27134,CSNK1G2-AS1
27135,BTBD2
27136,MKNK2
27137,MOB3A
27138,IZUMO4
27139,AP3D1
27140,DOT1L
27141,AC004490.1
27142,PLEKHJ1
27143,SF3A2
27144,AMH
27145,JSRP1
27146,OAZ1
27147,LLfos-48D6.2
27148,C19orf35
27149,LINGO3
27150,LSM7
27151,SPPL2B
27152,TMPRSS9
27153,TIMM13
27154,LMNB2
27155,AC005624.2
27156,GADD45B
27157,GNG7
27158,CTC-265F19.3
27159,DIRAS1
27160,AC006538.4
27161,SLC39A3
27162,SGTA
27163,THOP1
27164,ZNF554
27165,ZNF555
27166,AC006130.3
27167,ZNF556
27168,ZNF57
27169,AC006277.2
27170,ZNF77
27171,TLE6
27172,TLE2
27173,AES
27174,AC005944.2
27175,GNA11
27176,AC005262.3
27177,AC005262.2
27178,GNA15
27179,AC005264.2
27180,S1PR4
27181,NCLN
27182,CELF5
27183,AC010649.1
27184,NFIC
27185,SMIM24
27186,DOHH
27187,FZR1
27188,MFSD12
27189,C19orf71
27190,AC005786.7
27191,AC005786.5
27192,HMG20B
27193,GIPC3
27194,TBXA2R
27195,CACTIN-AS1
27196,CACTIN
27197,PIP5K1C
27198,AC004637.1
27199,TJP3
27200,APBA3
27201,AC005954.4
27202,MRPL54
27203,RAX2
27204,MATK
27205,ZFR2
27206,ATCAY
27207,NMRK2
27208,DAPK3
27209,EEF2
27210,PIAS4
27211,ZBTB7A
27212,MAP2K2
27213,CREB3L3
27214,SIRT6
27215,ANKRD24
27216,EBI3
27217,CCDC94
27218,SHD
27219,TMIGD2
27220,FSD1
27221,STAP2
27222,AC007292.7
27223,MPND
27224,AC007292.4
27225,AC007292.3
27226,SH3GL1
27227,AC007292.6
27228,CHAF1A
27229,CTB-50L17.5
27230,UBXN6
27231,CTB-50L17.7
27232,CTB-50L17.9
27233,CTB-50L17.16
27234,CTB-50L17.10
27235,PLIN4
27236,PLIN5
27237,CTB-50L17.14
27238,SEMA6B
27239,TNFAIP8L1
27240,MYDGF
27241,DPP9
27242,DPP9-AS1
27243,MIR7-3HG
27244,AC005523.3
27245,FEM1A
27246,AC005523.2
27247,TICAM1
27248,CTC-518P12.6
27249,PLIN3
27250,ARRDC5
27251,UHRF1
27252,KDM4B
27253,PTPRS
27254,CTC-482H14.5
27255,LLNLR-304G9.1
27256,ZNRF4
27257,TINCR
27258,SAFB2
27259,SAFB
27260,RPL36
27261,C19orf70
27262,LONP1
27263,CATSPERD
27264,PRR22
27265,CTB-54O9.9
27266,DUS3L
27267,NRTN
27268,FUT6
27269,FUT3
27270,AC024592.9
27271,FUT5
27272,AC024592.12
27273,NDUFA11
27274,AC104532.3
27275,AC104532.2
27276,AC104532.4
27277,CAPS
27278,RANBP3
27279,CTC-232P5.1
27280,RFX2
27281,CTC-232P5.3
27282,CTB-66B24.1
27283,ACSBG2
27284,MLLT1
27285,CTC-503J8.4
27286,ACER1
27287,CTB-180A7.3
27288,CLPP
27289,ALKBH7
27290,PSPN
27291,GTF2F1
27292,CTB-180A7.8
27293,KHSRP
27294,SLC25A41
27295,SLC25A23
27296,CRB3
27297,DENND1C
27298,CTD-2396E7.11
27299,TUBB4A
27300,CTD-2396E7.10
27301,TNFSF9
27302,CD70
27303,TNFSF14
27304,C3
27305,GPR108
27306,TRIP10
27307,CTD-3128G10.6
27308,SH2D3A
27309,VAV1
27310,ADGRE1
27311,MBD3L5
27312,MBD3L3
27313,ZNF557
27314,INSR
27315,CTB-133G6.1
27316,CTD-2207O23.3
27317,CTB-133G6.2
27318,PEX11G
27319,C19orf45
27320,CTD-2207O23.12
27321,ZNF358
27322,CTD-2207O23.11
27323,MCOLN1
27324,CTD-2207O23.10
27325,PNPLA6
27326,CAMSAP3
27327,XAB2
27328,PET100
27329,CTD-3214H19.4
27330,PCP2
27331,CTD-3214H19.6
27332,STXBP2
27333,RETN
27334,MCEMP1
27335,CTD-3214H19.16
27336,TRAPPC5
27337,FCER2
27338,CLEC4G
27339,CD209
27340,CLEC4M
27341,EVI5L
27342,PRR36
27343,CTD-3193O13.11
27344,LRRC8E
27345,CTD-3193O13.12
27346,MAP2K7
27347,CTD-3193O13.13
27348,TGFBR3L
27349,CTD-3193O13.1
27350,SNAPC2
27351,CTXN1
27352,TIMM44
27353,ELAVL1
27354,CTD-3193O13.14
27355,CTD-2325M2.1
27356,CCL25
27357,CERS4
27358,RPS28
27359,ANGPTL4
27360,RAB11B
27361,MARCH2
27362,HNRNPM
27363,PRAM1
27364,ZNF414
27365,MYO1F
27366,AC092316.1
27367,ADAMTS10
27368,AC130469.2
27369,CTD-2586B10.1
27370,ZNF558
27371,MBD3L1
27372,MUC16
27373,OR7G2
27374,ZNF317
27375,OR7D2
27376,OR7D4
27377,OR7E24
27378,CTC-325H20.4
27379,ZNF699
27380,ZNF559
27381,ZNF559-ZNF177
27382,ZNF266
27383,ZNF560
27384,CTC-543D15.3
27385,ZNF426
27386,CTC-543D15.8
27387,ZNF121
27388,ZNF561
27389,ZNF562
27390,ZNF812P
27391,CTD-3116E22.8
27392,CTD-3116E22.7
27393,ZNF846
27394,CTD-2623N2.5
27395,FBXL12
27396,UBL5
27397,CTD-2623N2.11
27398,PIN1
27399,OLFM2
27400,COL5A3
27401,CTD-2553C6.1
27402,RDH8
27403,C19orf66
27404,CTD-2240E14.4
27405,ANGPTL6
27406,PPAN-P2RY11
27407,P2RY11
27408,EIF3G
27409,DNMT1
27410,MRPL4
27411,CTD-2369P2.5
27412,ICAM1
27413,CTD-2369P2.8
27414,ICAM4
27415,ICAM5
27416,ZGLP1
27417,CTD-2369P2.10
27418,CTD-2369P2.12
27419,RAVER1
27420,AC114271.2
27421,ICAM3
27422,TYK2
27423,CDC37
27424,PDE4A
27425,KEAP1
27426,S1PR5
27427,ATG4D
27428,KRI1
27429,CDKN2D
27430,AP1M2
27431,SLC44A2
27432,ILF3-AS1
27433,ILF3
27434,QTRT1
27435,DNM2
27436,TMED1
27437,C19orf38
27438,CARM1
27439,YIPF2
27440,C19orf52
27441,SMARCA4
27442,CTC-215O4.4
27443,LDLR
27444,SPC24
27445,KANK2
27446,DOCK6
27447,CTC-510F12.2
27448,CTC-510F12.7
27449,ANGPTL8
27450,TSPAN16
27451,RAB3D
27452,TMEM205
27453,CCDC159
27454,PLPPR2
27455,CTD-2342J14.6
27456,SWSAP1
27457,EPOR
27458,RGL3
27459,CCDC151
27460,PRKCSH
27461,ELAVL3
27462,CTC-398G3.6
27463,ZNF653
27464,ECSIT
27465,CNN1
27466,ELOF1
27467,ZNF627
27468,ACP5
27469,CTC-499B15.5
27470,ZNF823
27471,ZNF441
27472,CTC-499B15.7
27473,ZNF491
27474,ZNF440
27475,CTC-499B15.8
27476,ZNF439
27477,ZNF69
27478,ZNF700
27479,CTD-2006C1.13
27480,ZNF763
27481,ZNF433
27482,CTD-2006C1.10
27483,ZNF844
27484,ZNF788
27485,ZNF20
27486,ZNF625-ZNF20
27487,ZNF136
27488,CTD-2666L21.1
27489,ZNF44
27490,ZNF563
27491,ZNF442
27492,CTD-3105H18.14
27493,CTD-3105H18.16
27494,CTD-3105H18.18
27495,CTD-3105H18.7
27496,CTD-2192J16.17
27497,CTD-2192J16.20
27498,CTD-2192J16.11
27499,ZNF490
27500,ZNF791
27501,CTD-2192J16.22
27502,MAN2B1
27503,CTD-2192J16.24
27504,WDR83
27505,WDR83OS
27506,DHPS
27507,CTD-2192J16.26
27508,FBXW9
27509,CTD-2659N19.2
27510,TNPO2
27511,CTD-2659N19.4
27512,C19orf43
27513,ASNA1
27514,BEST2
27515,HOOK2
27516,JUNB
27517,CTD-2659N19.10
27518,RNASEH2A
27519,CTD-2265O21.3
27520,MAST1
27521,DNASE2
27522,CTD-2265O21.7
27523,KLF1
27524,GCDH
27525,SYCE2
27526,FARSA
27527,FARSA-AS1
27528,CALR
27529,CTC-425F1.4
27530,RAD23A
27531,GADD45GIP1
27532,DAND5
27533,NFIX
27534,CTC-239J10.1
27535,AC007787.2
27536,LYL1
27537,TRMT1
27538,NACC1
27539,CTC-250I14.3
27540,STX10
27541,IER2
27542,CTC-250I14.6
27543,CACNA1A
27544,CCDC130
27545,MRI1
27546,CTB-5E10.3
27547,C19orf53
27548,AC008686.1
27549,ZSWIM4
27550,CTD-3252C9.4
27551,NANOS3
27552,C19orf57
27553,CC2D1A
27554,PODNL1
27555,DCAF15
27556,RFX1
27557,CTB-55O6.13
27558,RLN3
27559,CTB-55O6.4
27560,IL27RA
27561,PALM3
27562,CTB-55O6.8
27563,C19orf67
27564,SAMD1
27565,PRKACA
27566,CTB-55O6.10
27567,ASF1B
27568,CTB-55O6.12
27569,ADGRL1
27570,CTD-2189E23.1
27571,CTC-548K16.2
27572,CTC-548K16.1
27573,ADGRE5
27574,CTC-548K16.5
27575,DDX39A
27576,PKN1
27577,PTGER1
27578,GIPC1
27579,DNAJB1
27580,TECR
27581,NDUFB7
27582,CLEC17A
27583,ADGRE3
27584,ZNF333
27585,ADGRE2
27586,OR7A5
27587,SLC1A6
27588,CCDC105
27589,CASP14
27590,SYDE1
27591,ILVBL
27592,AC003956.1
27593,NOTCH3
27594,AC004257.1
27595,EPHX3
27596,BRD4
27597,LLNLR-246C6.1
27598,AKAP8
27599,AKAP8L
27600,WIZ
27601,RASAL3
27602,PGLYRP2
27603,CYP4F22
27604,CYP4F3
27605,CYP4F12
27606,LLNLR-249E10.1
27607,OR10H5
27608,OR10H1
27609,AC004510.3
27610,AC004791.2
27611,CYP4F2
27612,CYP4F11
27613,TPM4
27614,CTD-2231E14.5
27615,RAB8A
27616,CTD-2231E14.8
27617,HSH2D
27618,CIB3
27619,FAM32A
27620,CTD-2562J15.4
27621,AP1M1
27622,CTD-2562J15.6
27623,KLF2
27624,CTD-2013N17.7
27625,EPS15L1
27626,CTD-2013N17.4
27627,CTD-3222D19.2
27628,C19orf44
27629,CTD-3222D19.12
27630,CTD-3222D19.11
27631,CTD-3222D19.10
27632,CTD-3222D19.8
27633,CTC-429P9.4
27634,CTC-429P9.2
27635,CTC-429P9.1
27636,SMIM7
27637,TMEM38A
27638,NWD1
27639,SIN3B
27640,F2RL3
27641,CPAMD8
27642,CTD-2528A14.1
27643,HAUS8
27644,CTD-2528A14.3
27645,MYO9B
27646,CTD-2528A14.5
27647,CTD-3032J10.2
27648,CTD-3032J10.4
27649,CTD-3032J10.3
27650,USE1
27651,OCEL1
27652,NR2F6
27653,AC010646.3
27654,USHBP1
27655,BABAM1
27656,ANKLE1
27657,ABHD8
27658,MRPL34
27659,DDA1
27660,ANO8
27661,GTPBP3
27662,PLVAP
27663,CTD-2278I10.1
27664,BST2
27665,MVB12A
27666,CTD-2521M24.6
27667,TMEM221
27668,CTD-2521M24.10
27669,SLC27A1
27670,CTD-3131K8.2
27671,PGLS
27672,CTD-3131K8.3
27673,FAM129C
27674,COLGALT1
27675,UNC13A
27676,CTD-3149D2.3
27677,MAP1S
27678,CTD-3149D2.4
27679,FCHO1
27680,B3GNT3
27681,INSL3
27682,JAK3
27683,RPL18A
27684,SLC5A5
27685,CCDC124
27686,KCNN1
27687,ARRDC2
27688,IL12RB1
27689,MAST3
27690,AC007192.6
27691,AC007192.4
27692,MPV17L2
27693,RAB3A
27694,AC068499.10
27695,PDE4C
27696,KIAA1683
27697,JUND
27698,LSM4
27699,PGPEP1
27700,GDF15
27701,LRRC25
27702,SSBP4
27703,ISYNA1
27704,CTD-3137H5.1
27705,ELL
27706,AC005387.3
27707,FKBP8
27708,AC005387.2
27709,KXD1
27710,AC005253.2
27711,AC005253.4
27712,UBA52
27713,CRLF1
27714,C19orf60
27715,TMEM59L
27716,KLHL26
27717,CRTC1
27718,COMP
27719,UPF1
27720,CERS1
27721,AC005197.2
27722,COPE
27723,AC002985.3
27724,DDX49
27725,HOMER3
27726,AC005932.1
27727,SUGP2
27728,ARMC6
27729,SLC25A42
27730,TMEM161A
27731,BORCS8-MEF2B
27732,BORCS8
27733,RFXANK
27734,NR2C2AP
27735,NCAN
27736,HAPLN4
27737,TM6SF2
27738,SUGP1
27739,MAU2
27740,GATAD2A
27741,CTB-184G21.3
27742,TSSK6
27743,NDUFA13
27744,YJEFN3
27745,CILP2
27746,PBX4
27747,AC002306.1
27748,LPAR2
27749,GMIP
27750,ATP13A1
27751,ZNF101
27752,ZNF14
27753,CTC-559E9.1
27754,CTC-559E9.4
27755,ZNF506
27756,ZNF253
27757,CTC-559E9.8
27758,AC007204.2
27759,ZNF682
27760,ZNF90
27761,CTC-260E6.6
27762,ZNF486
27763,CTC-513N18.6
27764,ZNF737
27765,CTC-513N18.7
27766,CTD-2332E11.2
27767,ZNF626
27768,CTD-2626G11.2
27769,ZNF66
27770,ZNF85
27771,CTD-2542C24.8
27772,ZNF430
27773,ZNF714
27774,ZNF431
27775,ZNF708
27776,ZNF738
27777,ZNF493
27778,CTD-2561J22.3
27779,LINC00664
27780,ZNF429
27781,RP11-678G14.2
27782,RP11-678G14.3
27783,RP11-678G14.4
27784,ZNF100
27785,RP11-420K14.8
27786,ZNF43
27787,ZNF208
27788,AC003973.4
27789,AC003973.5
27790,ZNF257
27791,ZNF676
27792,RP11-157B13.7
27793,RP11-157B13.8
27794,ZNF729
27795,ZNF98
27796,AC011516.1
27797,AC025811.3
27798,LINC01233
27799,AC011516.2
27800,ZNF492
27801,CTC-457E21.9
27802,ZNF99
27803,CTD-2579N5.3
27804,ZNF728
27805,CTD-2291D10.2
27806,CTD-2291D10.1
27807,ZNF730
27808,ZNF724P
27809,RP11-15H20.7
27810,ZNF91
27811,CTB-176F20.3
27812,LINC01224
27813,ZNF675
27814,ZNF681
27815,RP11-255H23.4
27816,ZNF726
27817,CTB-92J24.3
27818,ZNF254
27819,CTD-2027I19.3
27820,ERVK-28
27821,LINC00662
27822,CTC-459F4.3
27823,CTC-459F4.5
27824,CTD-2043I16.1
27825,CTB-70G10.1
27826,AC005780.1
27827,AC093074.1
27828,AC005307.1
27829,AC005307.3
27830,AC005616.2
27831,AC079466.1
27832,AC007795.1
27833,AC011524.1
27834,AC011524.3
27835,LINC00906
27836,LINC01532
27837,UQCRFS1
27838,CTB-32O4.2
27839,CTB-32O4.3
27840,CTB-32O4.4
27841,CTC-525D6.2
27842,VSTM2B
27843,POP4
27844,PLEKHF1
27845,C19orf12
27846,CCNE1
27847,URI1
27848,CTC-448F2.4
27849,AC005597.1
27850,ZNF536
27851,CTC-565M22.1
27852,CTC-400I9.2
27853,CTC-400I9.1
27854,CTC-439O9.3
27855,TSHZ3
27856,AC007796.1
27857,AC008992.1
27858,CTD-2050I18.1
27859,AC011525.2
27860,CTC-360P9.1
27861,CTC-360P9.5
27862,CTC-360P9.4
27863,LINC01533
27864,AC011518.1
27865,ZNF507
27866,AC007773.2
27867,DPY19L3
27868,PDCD5
27869,ANKRD27
27870,CTC-379B2.4
27871,RGS9BP
27872,CTD-2538C1.2
27873,NUDT19
27874,CTD-2538C1.3
27875,TDRD12
27876,SLC7A9
27877,CTD-2085J24.3
27878,CEP89
27879,FAAP24
27880,RHPN2
27881,GPATCH1
27882,WDR88
27883,LRP3
27884,SLC7A10
27885,CTD-2540B15.6
27886,CEBPA
27887,CTD-2540B15.11
27888,CEBPA-AS1
27889,CTD-2540B15.9
27890,CEBPG
27891,PEPD
27892,CTD-2329C7.2
27893,CHST8
27894,KCTD15
27895,CTC-526N19.1
27896,LSM14A
27897,KIAA0355
27898,AC010504.2
27899,GPI
27900,RP11-618P17.4
27901,PDCD2L
27902,CTD-2588C8.8
27903,UBA2
27904,WTIP
27905,SCGB1B2P
27906,SCGB2B2
27907,ZNF302
27908,CTD-2553L13.10
27909,ZNF181
27910,ZNF599
27911,CTC-523E23.4
27912,CTC-523E23.5
27913,CTC-523E23.11
27914,LINC00904
27915,CTC-523E23.14
