,x
27916,CTC-523E23.6
27917,ZNF30-AS1
27918,ZNF30
27919,ZNF792
27920,GRAMD1A
27921,CTD-2527I21.7
27922,CTD-2527I21.14
27923,SCN1B
27924,HPN
27925,HPN-AS1
27926,CTD-2527I21.15
27927,FXYD3
27928,LGI4
27929,FXYD1
27930,FXYD7
27931,FXYD5
27932,FAM187B
27933,LSR
27934,AC002128.5
27935,USF2
27936,HAMP
27937,MAG
27938,CD22
27939,FFAR1
27940,FFAR3
27941,GPR42
27942,LINC01531
27943,AC002511.2
27944,AC002511.3
27945,FFAR2
27946,KRTDAP
27947,DMKN
27948,SBSN
27949,GAPDHS
27950,TMEM147-AS1
27951,TMEM147
27952,ATP4A
27953,AC002115.5
27954,AC002115.9
27955,HAUS5
27956,RBM42
27957,ETV2
27958,COX6B1
27959,UPK1A
27960,UPK1A-AS1
27961,ZBTB32
27962,KMT2B
27963,IGFLR1
27964,U2AF1L4
27965,PSENEN
27966,AC002398.9
27967,AC002398.11
27968,AC002398.12
27969,HSPB6
27970,PROSER3
27971,AC002398.13
27972,ARHGAP33
27973,LINC01529
27974,PRODH2
27975,NPHS1
27976,KIRREL2
27977,APLP1
27978,NFKBID
27979,HCST
27980,TYROBP
27981,LRFN3
27982,AF038458.3
27983,AF038458.5
27984,SDHAF1
27985,SYNE4
27986,ALKBH6
27987,AC002116.7
27988,CLIP3
27989,THAP8
27990,WDR62
27991,OVOL3
27992,POLR2I
27993,TBCB
27994,CAPNS1
27995,AD001527.7
27996,COX7A1
27997,ZNF565
27998,ZNF146
27999,CTD-3162L10.1
28000,LINC00665
28001,ZFP14
28002,CTD-3162L10.4
28003,ZFP82
28004,ZNF566
28005,CTD-2630F21.1
28006,ZNF260
28007,AC092295.4
28008,ZNF529
28009,ZNF529-AS1
28010,ZNF382
28011,ZNF461
28012,CTD-3234P18.6
28013,LINC01534
28014,ZNF567
28015,ZNF850
28016,CTD-2162K18.4
28017,CTD-2162K18.3
28018,ZNF790-AS1
28019,ZNF790
28020,ZNF345
28021,ZNF829
28022,ZNF568
28023,ZNF420
28024,CTD-2293H3.2
28025,CTC-454I21.3
28026,ZNF585B
28027,ZNF383
28028,LINC01535
28029,CTD-3220F14.1
28030,HKR1
28031,CTD-3220F14.3
28032,ZNF527
28033,ZNF569
28034,ZNF570
28035,ZNF793-AS1
28036,ZNF793
28037,CTD-3064H18.4
28038,ZNF571-AS1
28039,ZNF540
28040,ZNF571
28041,ZFP30
28042,CTD-2528L19.4
28043,ZNF607
28044,CTD-2528L19.6
28045,ZNF573
28046,CTD-2554C21.2
28047,AC016582.2
28048,CTD-2554C21.3
28049,WDR87
28050,SIPA1L3
28051,CTC-450M9.1
28052,DPF1
28053,SPINT2
28054,PPP1R14A
28055,CTB-102L5.4
28056,C19orf33
28057,YIF1B
28058,KCNK6
28059,CATSPERG
28060,AC005625.1
28061,PSMD8
28062,GGN
28063,AC005789.9
28064,SPRED3
28065,FAM98C
28066,RASGRP4
28067,RYR1
28068,AC067969.1
28069,AC067969.2
28070,MAP4K1
28071,CTB-186G2.1
28072,EIF3K
28073,ACTN4
28074,CTB-186G2.4
28075,CAPN12
28076,CTD-2540F13.2
28077,LGALS7
28078,LGALS7B
28079,LGALS4
28080,ECH1
28081,AC104534.3
28082,AC104534.2
28083,HNRNPL
28084,RINL
28085,CTC-360G5.6
28086,SIRT2
28087,NFKBIB
28088,CCER2
28089,SARS2
28090,CTC-360G5.8
28091,MRPS12
28092,FBXO17
28093,FBXO27
28094,CTB-189B5.3
28095,ACP7
28096,PAK4
28097,CTC-218B8.3
28098,NCCRP1
28099,SYCN
28100,IFNL3
28101,IFNL2
28102,IFNL1
28103,LRFN1
28104,GMFG
28105,SAMD4B
28106,PAF1
28107,MED29
28108,ZFP36
28109,PLEKHG2
28110,RPS16
28111,SUPT5H
28112,TIMM50
28113,DLL3
28114,SELV
28115,EID2B
28116,CTB-60E11.9
28117,EID2
28118,LGALS13
28119,LGALS16
28120,AC093063.3
28121,LGALS14
28122,CLC
28123,LEUTX
28124,LLNLR-268E12.1
28125,DYRK1B
28126,FBL
28127,FCGBP
28128,PSMC4
28129,ZNF546
28130,ZNF780B
28131,ZNF780A
28132,AC005614.3
28133,MAP3K10
28134,TTC9B
28135,CNTD2
28136,AKT2
28137,C19orf47
28138,PLD3
28139,HIPK4
28140,PRX
28141,SERTAD1
28142,CTC-492K19.7
28143,SERTAD3
28144,BLVRB
28145,SPTBN4
28146,SHKBP1
28147,LTBP4
28148,NUMBL
28149,ADCK4
28150,ITPKC
28151,C19orf54
28152,SNRPA
28153,MIA-RAB4B
28154,RAB4B-EGLN2
28155,CTC-490E21.14
28156,CTC-490E21.12
28157,CTC-490E21.10
28158,CYP2A6
28159,CYP2B6
28160,CYP2A13
28161,CYP2F1
28162,CYP2S1
28163,AXL
28164,HNRNPUL1
28165,TGFB1
28166,CCDC97
28167,CTC-435M10.3
28168,B9D2
28169,EXOSC5
28170,BCKDHA
28171,B3GNT8
28172,ATP5SL
28173,ERICH4
28174,PCAT19
28175,AC006129.1
28176,LINC01480
28177,AC006129.2
28178,CEACAM21
28179,CEACAM4
28180,CEACAM7
28181,AC011513.3
28182,CEACAM6
28183,AC011513.4
28184,CEACAM3
28185,AC020956.3
28186,LYPD4
28187,DMRTC2
28188,RPS19
28189,CD79A
28190,ARHGEF1
28191,RABAC1
28192,ATP1A3
28193,GRIK5
28194,ZNF574
28195,POU2F2
28196,CTC-378H22.2
28197,DEDD2
28198,ZNF526
28199,GSK3A
28200,AC006486.9
28201,CIC
28202,PAFAH1B3
28203,PRR19
28204,TMEM145
28205,MEGF8
28206,CNFN
28207,LIPE-AS1
28208,LIPE
28209,CXCL17
28210,CEACAM1
28211,CEACAM8
28212,PSG3
28213,PSG8
28214,AC004603.4
28215,PSG1
28216,PSG6
28217,PSG7
28218,CTC-490G23.6
28219,PSG2
28220,PSG5
28221,PSG4
28222,PSG9
28223,CTC-490G23.2
28224,CD177
28225,CTC-490G23.4
28226,TEX101
28227,LYPD3
28228,PHLDB3
28229,ETHE1
28230,ZNF575
28231,XRCC1
28232,L34079.3
28233,L34079.2
28234,L34079.4
28235,PINLYP
28236,IRGQ
28237,ZNF576
28238,SRRM5
28239,ZNF428
28240,CADM4
28241,PLAUR
28242,IRGC
28243,SMG9
28244,KCNN4
28245,AC115522.3
28246,LYPD5
28247,ZNF283
28248,ZNF404
28249,RP11-15A1.3
28250,RP11-15A1.2
28251,ZNF45
28252,ZNF221
28253,ZNF155
28254,RP11-15A1.7
28255,ZNF230
28256,AC067968.3
28257,ZNF222
28258,AC084219.2
28259,ZNF284
28260,ZNF224
28261,AC084219.4
28262,ZNF225
28263,ZNF234
28264,ZNF226
28265,ZNF227
28266,ZNF235
28267,ZNF233
28268,ZNF112
28269,CTC-512J12.6
28270,ZNF229
28271,ZNF180
28272,CEACAM20
28273,IGSF23
28274,CTB-171A8.1
28275,PVR
28276,CEACAM19
28277,CEACAM16
28278,BCL3
28279,CBLC
28280,BCAM
28281,PVRL2
28282,CTB-129P6.4
28283,TOMM40
28284,APOE
28285,APOC1
28286,CTB-129P6.11
28287,CLPTM1
28288,RELB
28289,CLASRP
28290,ZNF296
28291,CTB-179K24.3
28292,GEMIN7
28293,MARK4
28294,AC005757.6
28295,NKPD1
28296,TRAPPC6A
28297,EXOC3L2
28298,AC006126.4
28299,CKM
28300,KLC3
28301,ERCC2
28302,PPP1R13L
28303,CD3EAP
28304,ERCC1
28305,FOSB
28306,RTN2
28307,PPM1N
28308,VASP
28309,OPA3
28310,EML2
28311,GIPR
28312,SNRPD2
28313,QPCTL
28314,FBXO46
28315,BHMG1
28316,SIX5
28317,AC074212.6
28318,DMPK
28319,AC011530.4
28320,DMWD
28321,RSPH6A
28322,SYMPK
28323,AC092301.3
28324,FOXA3
28325,IRF2BP1
28326,MYPOP
28327,NANOS2
28328,NOVA2
28329,CCDC61
28330,PGLYRP1
28331,CTC-344H19.4
28332,IGFL4
28333,AC007193.6
28334,IGFL3
28335,AC006262.4
28336,AC006262.5
28337,AC006262.10
28338,IGFL1
28339,HIF3A
28340,AC007193.10
28341,PPP5C
28342,AC007193.9
28343,AC007193.8
28344,CCDC8
28345,LLNLF-187D8.1
28346,PNMAL1
28347,PPP5D1
28348,CTB-158D10.3
28349,CALM3
28350,CTB-12A17.3
28351,PTGIR
28352,GNG8
28353,DACT3
28354,DACT3-AS1
28355,PRKD2
28356,STRN4
28357,CTB-174O21.2
28358,FKRP
28359,SLC1A5
28360,CTB-147N14.6
28361,AP2S1
28362,ARHGAP35
28363,NPAS1
28364,TMEM160
28365,ZC3H4
28366,SAE1
28367,BBC3
28368,CCDC9
28369,INAFM1
28370,C5AR1
28371,C5AR2
28372,DHX34
28373,MEIS3
28374,SLC8A2
28375,KPTN
28376,NAPA-AS1
28377,NAPA
28378,ZNF541
28379,CTD-2571L23.8
28380,CTD-3001H11.2
28381,GLTSCR1-AS1
28382,EHD2
28383,GLTSCR2
28384,GLTSCR2-AS1
28385,SEPW1
28386,TPRX1
28387,CRX
28388,LINC01595
28389,SULT2A1
28390,BSPH1
28391,ELSPBP1
28392,CABP5
28393,PLA2G4C
28394,PLA2G4C-AS1
28395,LIG1
28396,CTC-453G23.5
28397,CTC-453G23.4
28398,C19orf68
28399,ZNF114
28400,CARD8
28401,CTC-241F20.4
28402,CCDC114
28403,EMP3
28404,TMEM143
28405,SYNGR4
28406,KDELR1
28407,GRIN2D
28408,GRWD1
28409,KCNJ14
28410,CTC-273B12.5
28411,CTC-273B12.7
28412,CYTH2
28413,LMTK3
28414,CTC-273B12.10
28415,SULT2B1
28416,FAM83E
28417,SPACA4
28418,RPL18
28419,AC022154.7
28420,SPHK2
28421,DBP
28422,CA11
28423,NTN5
28424,FUT2
28425,MAMSTR
28426,RASIP1
28427,IZUMO1
28428,FUT1
28429,BCAT2
28430,HSD17B14
28431,PLEKHA4
28432,PPP1R15A
28433,TULP2
28434,NUCB1
28435,NUCB1-AS1
28436,DHDH
28437,BAX
28438,CTD-2639E6.9
28439,FTL
28440,GYS1
28441,RUVBL2
28442,LHB
28443,CTB-60B18.10
28444,CTB-60B18.6
28445,CGB2
28446,CGB7
28447,NTF4
28448,KCNA7
28449,SNRNP70
28450,LIN7B
28451,C19orf73
28452,PPFIA3
28453,HRC
28454,TRPM4
28455,SLC6A16
28456,CTC-301O7.4
28457,CD37
28458,TEAD2
28459,AC010524.4
28460,DKKL1
28461,AC010524.2
28462,CCDC155
28463,PTH2
28464,GFY
28465,SLC17A7
28466,PIH1D1
28467,ALDH16A1
28468,CTD-3148I10.9
28469,RPL13A
28470,RPS11
28471,FCGRT
28472,RCN3
28473,NOSIP
28474,PRRG2
28475,PRR12
28476,CTB-33G10.11
28477,RRAS
28478,SCAF1
28479,IRF3
28480,BCL2L12
28481,PRMT1
28482,ADM5
28483,CTB-33G10.6
28484,CPT1C
28485,TSKS
28486,AP2A1
28487,FUZ
28488,AC006942.4
28489,MED25
28490,PTOV1-AS1
28491,PTOV1
28492,AC018766.6
28493,PTOV1-AS2
28494,AC018766.4
28495,PNKP
28496,TBC1D17
28497,IL4I1
28498,CTC-326K19.6
28499,ATF5
28500,SIGLEC11
28501,VRK3
28502,ZNF473
28503,CTD-2126E3.3
28504,CTD-2126E3.4
28505,IZUMO2
28506,MYH14
28507,CTB-191K22.5
28508,KCNC3
28509,NR1H2
28510,NAPSA
28511,CTB-191K22.6
28512,POLD1
28513,SPIB
28514,MYBPC2
28515,FAM71E1
28516,EMC10
28517,CTD-2545M3.2
28518,CTD-2545M3.8
28519,JOSD2
28520,ASPDH
28521,LRRC4B
28522,SYT3
28523,C19orf81
28524,SHANK1
28525,CLEC11A
28526,CTD-2568A17.1
28527,ACPT
28528,CTD-2568A17.8
28529,C19orf48
28530,MGC45922
28531,KLK1
28532,KLK15
28533,AC011523.2
28534,KLK3
28535,KLK2
28536,KLK4
28537,KLK5
28538,CTB-147C22.8
28539,KLK6
28540,CTB-147C22.9
28541,KLK7
28542,KLK8
28543,KLK10
28544,CTC-518B2.12
28545,KLK11
28546,KLK12
28547,CTC-518B2.9
28548,CTC-518B2.10
28549,KLK13
28550,KLK14
28551,CTU1
28552,SIGLEC9
28553,SIGLEC7
28554,CTD-3187F8.14
28555,CD33
28556,SIGLECL1
28557,CTD-3187F8.2
28558,CTD-3187F8.11
28559,IGLON5
28560,VSIG10L
28561,CTD-2616J11.16
28562,CTD-2616J11.9
28563,ETFB
28564,CTD-2616J11.11
28565,CLDND2
28566,NKG7
28567,LIM2
28568,C19orf84
28569,CTD-2616J11.14
28570,SIGLEC10
28571,CTD-2616J11.2
28572,SIGLEC8
28573,CEACAM18
28574,SIGLEC12
28575,SIGLEC6
28576,ZNF175
28577,AC018755.17
28578,SIGLEC5
28579,SPACA6P-AS
28580,HAS1
28581,FPR1
28582,FPR2
28583,FPR3
28584,AC006272.1
28585,ZNF577
28586,ZNF613
28587,ZNF649
28588,ZNF350-AS1
28589,ZNF350
28590,ZNF615
28591,ZNF614
28592,ZNF432
28593,CTC-471J1.11
28594,ZNF841
28595,ZNF616
28596,CTC-471J1.9
28597,ZNF836
28598,CTD-2525I3.2
28599,PPP2R1A
28600,CTD-2525I3.3
28601,ZNF766
28602,CTD-2525I3.5
28603,ZNF480
28604,CTD-2525I3.6
28605,ZNF610
28606,ZNF880
28607,ZNF528
28608,ZNF534
28609,ZNF578
28610,ZNF808
28611,ZNF701
28612,CTD-3099C6.7
28613,ZNF83
28614,ZNF611
28615,ZNF600
28616,ZNF28
28617,ZNF468
28618,ZNF320
28619,CTD-2331H12.8
28620,CTD-2331H12.7
28621,CTD-2620I22.3
28622,ERVV-1
28623,ERVV-2
28624,ZNF160
28625,ZNF415
28626,ZNF347
28627,ZNF665
28628,CTD-2245F17.2
28629,CTD-2245F17.3
28630,ZNF677
28631,CTD-2245F17.6
28632,VN1R2
28633,VN1R4
28634,CTD-2245F17.9
28635,ZNF525
28636,ZNF765
28637,ZNF761
28638,ZNF813
28639,ZNF331
28640,DPRX
28641,CTC-339O9.1
28642,CTD-3022G6.1
28643,NLRP12
28644,AC008753.6
28645,AC008440.10
28646,MYADM
28647,AC008440.5
28648,PRKCG
28649,CACNG7
28650,CACNG8
28651,CACNG6
28652,VSTM1
28653,TARM1
28654,OSCAR
28655,NDUFA3
28656,TFPT
28657,PRPF31
28658,AC012314.8
28659,CNOT3
28660,LENG1
28661,TMC4
28662,MBOAT7
28663,TSEN34
28664,RPS9
28665,LILRB3
28666,LILRA6
28667,LILRB2
28668,LILRA5
28669,LILRA4
28670,LAIR1
28671,TTYH1
28672,AC008746.3
28673,CTD-2587H19.3
28674,AC008746.12
28675,LENG8-AS1
28676,LENG8
28677,LENG9
28678,CDC42EP5
28679,LAIR2
28680,KIR3DX1
28681,LILRA1
28682,LILRB1
28683,AC009892.10
28684,LILRB4
28685,KIR2DL3
28686,KIR2DL1
28687,KIR2DL4
28688,KIR3DL1
28689,FCAR
28690,CTB-61M7.2
28691,NCR1
28692,NLRP7
28693,NLRP2
28694,CTC-550B14.7
28695,GP6
28696,RDH13
28697,EPS8L1
28698,PPP1R12C
28699,TNNT1
28700,TNNI3
28701,DNAAF3
28702,CTD-2587H24.5
28703,SYT5
28704,PTPRH
28705,CTD-2587H24.10
28706,TMEM86B
28707,PPP6R1
28708,HSPBP1
28709,BRSK1
28710,CTD-2105E13.14
28711,TMEM150B
28712,CTD-2105E13.16
28713,KMT5C
28714,COX6B2
28715,FAM71E2
28716,IL11
28717,TMEM190
28718,CTD-2105E13.15
28719,TMEM238
28720,RPL28
28721,UBE2S
28722,SHISA7
28723,ISOC2
28724,CTD-2537I9.16
28725,ZNF628
28726,NAT14
28727,SSC5D
28728,SBK2
28729,SBK3
28730,ZNF579
28731,FIZ1
28732,ZNF524
28733,ZNF865
28734,CTD-2537I9.18
28735,ZNF784
28736,ZNF580
28737,CCDC106
28738,U2AF2
28739,CTD-2537I9.12
28740,EPN1
28741,NLRP9
28742,NLRP11
28743,NLRP4
28744,NLRP13
28745,NLRP8
28746,NLRP5
28747,CTD-2621I17.6
28748,ZNF787
28749,ZNF444
28750,GALP
28751,ZSCAN5B
28752,ZSCAN5A
28753,AC006116.17
28754,ZNF582
28755,AC006116.12
28756,ZNF582-AS1
28757,ZNF583
28758,ZNF667
28759,ZNF667-AS1
28760,ZNF471
28761,AC005498.4
28762,AC005498.3
28763,ZFP28
28764,AC007228.11
28765,ZNF470
28766,ZNF71
28767,SMIM17
28768,ZNF835
28769,AC007228.5
28770,AC007228.9
28771,ZIM2-AS1
28772,ZIM2
28773,MIMT1
28774,USP29
28775,ZIM3
28776,DUXA
28777,ZNF264
28778,AURKC
28779,ZNF805
28780,CTC-444N24.8
28781,CTC-444N24.6
28782,ZNF460
28783,CTC-444N24.11
28784,ZNF543
28785,CTC-444N24.13
28786,ZNF304
28787,ZNF547
28788,AC003002.4
28789,AC004076.7
28790,ZNF749
28791,AC004076.9
28792,AC004076.5
28793,ZNF772
28794,AC003005.2
28795,AC003005.4
28796,ZNF773
28797,ZNF549
28798,ZNF550
28799,ZNF416
28800,ZIK1
28801,ZNF530
28802,ZNF134
28803,AC003682.16
28804,ZNF211
28805,ZSCAN4
28806,AC003006.7
28807,ZNF154
28808,ZNF671
28809,ZNF776
28810,ZNF586
28811,ZNF552
28812,CTD-2583A14.10
28813,ZNF814
28814,ZNF587
28815,CTD-2583A14.9
28816,ZNF417
28817,ZNF418
28818,ZNF256
28819,C19orf18
28820,ZNF606
28821,ZSCAN1
28822,ZNF135
28823,ZSCAN18
28824,ZNF329
28825,ZNF274
28826,ZNF544
28827,CTD-3138B18.5
28828,AC010642.1
28829,ERVK3-1
28830,LLNLR-245B6.1
28831,ZSCAN22
28832,A1BG
28833,A1BG-AS1
28834,ZNF497
28835,CTD-2619J13.9
28836,CTD-2619J13.3
28837,ZNF837
28838,RPS5
28839,RNF225
28840,CTD-2619J13.13
28841,ZNF584
28842,CTD-2619J13.14
28843,CTD-2619J13.17
28844,ZNF132
28845,CTD-2619J13.19
28846,ZNF324B
28847,ZNF324
28848,ZNF446
28849,CTD-2619J13.23
28850,SLC27A5
28851,CTD-2619J13.27
28852,ZBTB45
28853,TRIM28
28854,CHMP2A
28855,UBE2M
28856,MZF1-AS1
28857,MZF1
28858,AC016629.3
28859,SRY
28860,RPS4Y1
28861,RP11-414C23.1
28862,ZFY
28863,ZFY-AS1
28864,LINC00278
28865,AC010084.1
28866,RP11-122L9.1
28867,PCDH11Y
28868,TSPY2
28869,LINC00280
28870,TTTY1B
28871,AMELY
28872,TBL1Y
28873,TTTY16
28874,AC064829.1
28875,LINC00279
28876,TTTY11
28877,TSPY8
28878,FAM197Y5P
28879,TSPY1
28880,TTTY1
28881,TTTY22
28882,AC010891.2
28883,TTTY15
28884,USP9Y
28885,DDX3Y
28886,UTY
28887,TMSB4Y
28888,NLGN4Y
28889,NLGN4Y-AS1
28890,FAM224B
28891,FAM224A
28892,AC022486.1
28893,HSFY1
28894,TTTY9B
28895,HSFY2
28896,TTTY14
28897,RP11-424G14.1
28898,KDM5D
28899,TTTY10
28900,EIF1AY
28901,RPS4Y2
28902,RP11-65G9.1
28903,PRORY
28904,TTTY13
28905,PRY2
28906,RBMY1J
28907,PRY
28908,TTTY4
28909,BPY2
28910,DAZ1
28911,DAZ2
28912,AC012005.4
28913,TTTY4B
28914,DAZ3
28915,DAZ4
28916,BPY2C
28917,TTTY4C
28918,LINC00266-4P
28919,AC006328.4
28920,CSPG4P1Y
28921,BAGE5
28922,LA16c-60D12.1
28923,LA16c-60D12.2
28924,POTEH
28925,POTEH-AS1
28926,LINC01297.1
28927,KB-67B5.17
28928,CCT8L2
28929,TPTEP1
28930,AC005301.8
28931,XKR3
28932,AC007064.24
28933,GAB4
28934,CECR7
28935,AC006946.16
28936,AC006946.17
28937,IL17RA
28938,CECR6
28939,AC006946.15
28940,CECR5
28941,CECR5-AS1
28942,CECR1
28943,CECR3
28944,CECR2
28945,SLC25A18
28946,AC004019.13
28947,ATP6V1E1
28948,BCL2L13
28949,BID
28950,LINC00528
28951,MICAL3
28952,FLJ41941
28953,XXbac-B476C20.9
28954,PEX26
28955,TUBA8
28956,AC008079.10
28957,USP18
28958,AC008079.9
28959,AC011718.2
28960,FAM230A
28961,XXbac-B33L19.12
28962,GGTLC3
28963,TMEM191B
28964,AC008132.15
28965,AC008103.3
28966,DGCR6
28967,PRODH
28968,AC007326.1
28969,AC007326.10
28970,DGCR5
28971,DGCR2
28972,AC004471.9
28973,AC004471.10
28974,DGCR14
28975,TSSK2
28976,LINC01311
28977,SLC25A1
28978,CLTCL1
28979,HIRA
28980,C22orf39
28981,MRPL40
28982,AC000068.5
28983,UFD1L
28984,AC000068.9
28985,AC000068.10
28986,CDC45
28987,CLDN5
28988,LINC00895
28989,AC000067.1
28990,SEPT5
28991,TBX1
28992,GNB1L
28993,TXNRD2
28994,COMT
28995,ARVCF
28996,TANGO2
28997,AC006547.13
28998,DGCR8
28999,AC006547.8
29000,TRMT2A
29001,RANBP1
29002,ZDHHC8
29003,CCDC188
29004,XXbac-B444P24.8
29005,LINC00896
29006,RTN4R
29007,DGCR6L
29008,XXbac-B444P24.14
29009,AC007731.1
29010,XXbac-B33L19.4
29011,USP41
29012,ZNF74
29013,SCARF2
29014,XXbac-B562F10.12
29015,KLHL22
29016,MED15
29017,AC007050.17
29018,PI4KA
29019,SERPIND1
29020,SNAP29
29021,AC007308.7
29022,CRKL
29023,XXbac-B135H6.15
29024,AIFM3
29025,LZTR1
29026,XXbac-B135H6.18
29027,THAP7
29028,THAP7-AS1
29029,P2RX6
29030,SLC7A4
29031,AC002472.11
29032,LRRC74B
29033,KB-1592A4.15
29034,POM121L7
29035,KB-1592A4.14
29036,GGT2
29037,KB-1183D5.13
29038,HIC2
29039,TMEM191C
29040,RIMBP3C
29041,UBE2L3
29042,YDJC
29043,CCDC116
29044,KB-1440D3.14
29045,SDF2L1
29046,PPIL2
29047,YPEL1
29048,MAPK1
29049,PPM1F
29050,LL22NC03-86G7.1
29051,TOP3B
29052,IGLV6-57
29053,CH17-264L24.1
29054,LL22NC03-2H8.5
29055,LL22NC03-2H8.4
29056,IGLV5-52
29057,IGLV1-51
29058,IGLV9-49
29059,IGLV1-41
29060,ZNF280B
29061,ZNF280A
29062,PRAME
29063,LL22NC03-63E9.3
29064,GGTLC2
29065,IGLC2
29066,RSPH14
29067,GNAZ
29068,RAB36
29069,BCR
29070,AP000343.2
29071,AP000344.3
29072,AP000345.1
29073,AP000345.4
29074,PCAT14
29075,AP000345.2
29076,IGLL1
29077,KB-208E9.1
29078,DRICH1
29079,RGL4
29080,ZNF70
29081,VPREB3
29082,C22orf15
29083,CHCHD10
29084,MMP11
29085,AP000349.2
29086,SMARCB1
29087,DERL3
29088,KB-1125A3.11
29089,SLC2A11
29090,AP000350.10
29091,KB-1125A3.12
29092,MIF
29093,MIF-AS1
29094,AP000350.5
29095,GSTT2B
29096,DDTL
29097,DDT
29098,CABIN1
29099,SUSD2
29100,GGT5
29101,SPECC1L
29102,ADORA2A
29103,ADORA2A-AS1
29104,UPB1
29105,GUCD1
29106,SNRPD3
29107,GGT1
29108,LRRC75B
29109,LL22NC03-N95F10.1
29110,PIWIL3
29111,SGSM1
29112,TMEM211
29113,KIAA1671
29114,CTA-243E7.4
29115,CTA-243E7.3
29116,CTA-243E7.1
29117,CTA-221G9.12
29118,CRYBB3
29119,CTA-221G9.7
29120,CRYBB2
29121,CTA-221G9.11
29122,RP3-462D8.2
29123,LRP5L
29124,CTA-246H3.12
29125,CTA-390C10.9
29126,IGLVIVOR22-1
29127,CTA-407F11.8
29128,ADRBK2
29129,CTA-407F11.7
29130,MYO18B
29131,CTA-125H2.2
29132,CTA-125H2.1
29133,CTA-796E4.4
29134,SEZ6L
29135,RP11-259P1.1
29136,ASPHD2
29137,HPS4
29138,SRRD
29139,TFIP11
29140,CTA-445C9.14
29141,TPST2
29142,CRYBB1
29143,CRYBA4
29144,MIAT
29145,CTA-373H7.7
29146,MIATNB
29147,LINC01422
29148,LINC01422.1
29149,CTA-992D9.11
29150,CTA-992D9.10
29151,CTA-992D9.6
29152,CTA-992D9.8
29153,CTA-992D9.7
29154,CTA-503F6.2
29155,RP5-1172A22.1
29156,CTA-929C8.5
29157,CTA-929C8.7
29158,CTA-929C8.6
29159,CTA-929C8.8
29160,RP1-205F14P.1
29161,RP11-46E17.6
29162,RP1-231P7P.1
29163,RP1-213J1P__B.1
29164,RP1-213J1P__B.2
29165,RP11-375H17.1
29166,MN1
29167,PITPNB
29168,TTC28
29169,CHEK2
29170,HSCB
29171,CCDC117
29172,XBP1
29173,CTA-292E10.6
29174,ZNRF3
29175,ZNRF3-AS1
29176,C22orf31
29177,KREMEN1
29178,CTA-747E2.10
29179,EMID1
29180,RHBDD3
29181,CTA-984G1.5
29182,EWSR1
29183,GAS2L1
29184,RASL10A
29185,AP1B1
29186,RFPL1S
29187,RFPL1
29188,AC000035.3
29189,NEFH
29190,THOC5
29191,NIPSNAP1
29192,NF2
29193,RP1-76B20.11
29194,CABP7
29195,ZMAT5
29196,UQCR10
29197,ASCC2
29198,MTMR3
29199,RP3-394A18.1
29200,HORMAD2-AS1
29201,HORMAD2
29202,RP3-438O4.4
29203,RP1-102K2.6
29204,LIF
29205,OSM
29206,GATSL3
29207,RP1-130H16.18
29208,TBC1D10A
29209,SF3A1
29210,CCDC157
29211,RNF215
29212,SEC14L2
29213,RP4-539M6.19
29214,MTFP1
29215,RP4-539M6.22
29216,SEC14L3
29217,RP4-539M6.14
29218,SEC14L4
29219,SEC14L6
29220,GAL3ST1
29221,PES1
29222,TCN2
29223,SLC35E4
29224,DUSP18
29225,OSBP2
29226,MORC2-AS1
29227,MORC2
29228,TUG1
29229,RP3-430N8.11
29230,SMTN
29231,RP3-412A9.16
29232,SELM
29233,INPP5J
29234,PLA2G3
29235,RNF185
29236,RNF185-AS1
29237,LIMK2
29238,PIK3IP1
29239,PIK3IP1-AS1
29240,PATZ1
29241,LINC01521
29242,DRG1
29243,EIF4ENIF1
29244,SFI1
29245,PISD
29246,PRR14L
29247,DEPDC5
29248,YWHAH
29249,CTA-342B11.1
29250,CTA-342B11.2
29251,SLC5A1
29252,RP1-127L4.7
29253,C22orf42
29254,RFPL2
29255,AL008723.1
29256,RP1-90G24.10
29257,SLC5A4
29258,RP1-90G24.6
29259,RP1-90G24.11
29260,RP1-149A16.12
29261,RFPL3
29262,IGLCOR22-2
29263,RFPL3S
29264,RP1-149A16.3
29265,RP1-149A16.17
29266,RTCB
29267,BPIFC
29268,FBXO7
29269,SYN3
29270,LL22NC03-104C7.1
29271,LL22NC01-116C6.1
29272,TIMP3
29273,RP1-302D9.1
29274,RP1-302D9.2
29275,LARGE
29276,RP1-302D9.3
29277,SC22CB-1D7.1
29278,LL22NC03-32F9.1
29279,LL22NC03-86D4.1
29280,LL22NC03-13G6.2
29281,RP1-101G11.3
29282,RP1-288L1.5
29283,RP1-288L1.4
29284,ISX-AS1
29285,ISX
29286,LINC01399
29287,CTA-714B7.7
29288,RP3-323A16.1
29289,HMGXB4
29290,RP3-510H16.3
29291,TOM1
29292,CTA-286B10.7
29293,CTA-286B10.8
29294,HMOX1
29295,MCM5
29296,RP4-569D19.8
29297,RASD2
29298,MB
29299,APOL6
29300,RP1-41P2.7
29301,APOL5
29302,RBFOX2
29303,RP1-78B3.1
29304,CTA-212A2.4
29305,CTA-212A2.3
29306,CTA-212A2.2
29307,APOL3
29308,APOL4
29309,APOL2
29310,APOL1
29311,MYH9
29312,RP4-633O19__A.1
29313,RP5-1119A7.14
29314,TXN2
29315,FOXRED2
29316,EIF3D
29317,RP5-1119A7.10
